Feature_1,Feature_2,p_fdr
Fix_a_d_EY,Fix_c_a_BG,0.007566175598046529
Fix_a_d_EY,Fix_c_a_EY,3.4018300146190866e-19
Fix_a_d_EY,Fix_c_a_MO,0.8643146069887673
Fix_a_d_EY,Dwell_a_d_BG,0.00017949176234205113
Fix_a_d_EY,Dwell_a_d_EY,2.2165525755595298e-19
Fix_a_d_EY,Dwell_a_d_MO,0.7898386202667611
Fix_a_d_EY,Dwell_a_a_BG,0.0003529381138230217
Fix_a_d_EY,Dwell_a_a_EY,3.0160945749636584e-15
Fix_a_d_EY,Dwell_a_a_MO,0.983478955082086
Fix_a_d_EY,Dwell_c_d_BG,0.00031770918429920876
Fix_a_d_EY,Dwell_c_d_EY,9.526285350664386e-13
Fix_a_d_EY,Dwell_c_d_MO,0.7421717488183306
Fix_a_d_EY,Dwell_c_a_BG,0.0008419422364005109
Fix_a_d_EY,Dwell_c_a_EY,1.984695412021896e-14
Fix_a_d_EY,Dwell_c_a_MO,0.40911099063854595
Fix_a_d_EY,pctFirstFixa_aEY,2.7092684040451365e-09
Fix_a_d_EY,pctFirstFixa_aMO,0.46592935505814403
Fix_a_d_EY,pctFirstFixa_aBG,0.0017250480000764225
Fix_a_d_EY,pctFirstFixc_aEY,3.180500722816696e-08
Fix_a_d_EY,pctFirstFixc_aMO,0.985318291119518
Fix_a_d_EY,pctFirstFixc_aBG,8.151170968125026e-05
Fix_a_d_EY,pctFirstFixa_dEY,1.5975215437873203e-17
Fix_a_d_EY,pctFirstFixa_dMO,0.5763179938192429
Fix_a_d_EY,pctFirstFixa_dBG,0.0011435955139985467
Fix_a_d_EY,pctFirstFixc_dEY,1.0146028951323997e-07
Fix_a_d_EY,pctFirstFixc_dMO,0.3179020346294352
Fix_a_d_EY,pctFirstFixc_dBG,0.0005275799037085011
Fix_a_d_EY,meanRT-a_a,0.0006325089270203928
Fix_a_d_EY,meanRT-c_a,0.0008420380744010404
Fix_a_d_EY,meanRT-a_d,0.0006557750840357534
Fix_a_d_EY,meanRT-c_d,0.0006083995135636571
Fix_a_d_EY,msTotal.a_a,0.0017680381368844506
Fix_a_d_EY,msTotal.a_c,0.041372771897909846
Fix_a_d_EY,msTotal.d_a,0.3179020346294352
Fix_a_d_EY,msTotal.d_c,0.990209643497743
Fix_a_d_EY,pctOffscreen.a_a,0.7591834147353922
Fix_a_d_EY,pctOffscreen.a_c,0.7851392455101257
Fix_a_d_EY,pctOffscreen.d_a,0.6959794031918758
Fix_a_d_EY,pctOffscreen.d_c,0.5891693418367182
Fix_a_d_EY,pctOnBackground.a_a,0.009194412537140673
Fix_a_d_EY,pctOnBackground.a_c,0.010222839135474613
Fix_a_d_EY,pctOnBackground.d_a,0.010730483663446741
Fix_a_d_EY,pctOnBackground.d_c,0.002893859101844767
Fix_a_d_EY,pctSamplesOffscreenL,0.8508193501215714
Fix_a_d_EY,pctSamplesOffscreenR,0.8710153692064719
Fix_a_d_EY,ARI_6_P,0.09076087949710705
Fix_a_d_EY,SCARED_P,0.025151522372475588
Fix_a_d_MO,Fix_a_a_BG,0.4971205088284626
Fix_a_d_MO,Fix_a_a_EY,0.7124743617909792
Fix_a_d_MO,Fix_a_a_MO,5.2312480114968766e-18
Fix_a_d_MO,Fix_c_d_BG,0.29432131354297336
Fix_a_d_MO,Fix_c_d_EY,0.7218602519260624
Fix_a_d_MO,Fix_c_d_MO,9.342109066503836e-19
Fix_a_d_MO,Fix_c_a_BG,0.26405926945295005
Fix_a_d_MO,Fix_c_a_EY,0.8429704816307083
Fix_a_d_MO,Fix_c_a_MO,7.432362353469811e-16
Fix_a_d_MO,Dwell_a_d_BG,0.36045318945846266
Fix_a_d_MO,Dwell_a_d_EY,0.8038114418355693
Fix_a_d_MO,Dwell_a_d_MO,3.813027804891095e-26
Fix_a_d_MO,Dwell_a_a_BG,0.2939016717607265
Fix_a_d_MO,Dwell_a_a_EY,0.8087066753116503
Fix_a_d_MO,Dwell_a_a_MO,8.679488801089628e-14
Fix_a_d_MO,Dwell_c_d_BG,0.2160712804489574
Fix_a_d_MO,Dwell_c_d_EY,0.1901295904928589
Fix_a_d_MO,Dwell_c_d_MO,1.7705833905042847e-16
Fix_a_d_MO,Dwell_c_a_BG,0.18300946048025607
Fix_a_d_MO,Dwell_c_a_EY,0.41370855926735295
Fix_a_d_MO,Dwell_c_a_MO,3.2347666319862333e-10
Fix_a_d_MO,pctFirstFixa_aEY,0.6150989957710473
Fix_a_d_MO,pctFirstFixa_aMO,2.449888906016548e-07
Fix_a_d_MO,pctFirstFixa_aBG,0.49349403908178924
Fix_a_d_MO,pctFirstFixc_aEY,0.7012322880539191
Fix_a_d_MO,pctFirstFixc_aMO,1.965010794001272e-09
Fix_a_d_MO,pctFirstFixc_aBG,0.18589601545717566
Fix_a_d_MO,pctFirstFixa_dEY,0.7565001374339084
Fix_a_d_MO,pctFirstFixa_dMO,9.996074778401052e-14
Fix_a_d_MO,pctFirstFixa_dBG,0.6902709389691392
Fix_a_d_MO,pctFirstFixc_dEY,0.13761564030576995
Fix_a_d_MO,pctFirstFixc_dMO,1.8648090922195474e-07
Fix_a_d_MO,pctFirstFixc_dBG,0.3228738528246621
Fix_a_d_MO,meanRT-a_a,0.04526507288367134
Fix_a_d_MO,meanRT-c_a,0.16328067893796072
Fix_a_d_MO,meanRT-a_d,0.04598163401439282
Fix_a_d_MO,meanRT-c_d,0.10977366726400078
Fix_a_d_MO,msTotal.a_a,0.05265301941747006
Fix_a_d_MO,msTotal.a_c,0.8495626889824766
Fix_a_d_MO,msTotal.d_a,0.8508193501215714
Fix_a_d_MO,msTotal.d_c,0.37642941286194603
